ID,kb1,kb2,kb3,kp1,kp2,kp3,DT1,DT2,DT3
21004,0.00283878141371768,0.0031817514020476,0.00345411203056155,0.00609949230707941,0.00652972788522437,0.0062884846997760795,248.0,137.0,171.0
21007,0.0047741948547726796,0.004313162449527071,0.00391735344919456,0.00464787886204243,0.0025791434630327396,0.0041115275757339,285.0,160.0,154.0
21009,0.0025798538419631897,0.0039581857449461,0.00139823796373248,0.00564852312810691,0.00613682181371017,0.0058338499759590795,313.0,112.0,196.0
21019,0.00332613367438001,0.00287935675821533,0.0021910276789832103,0.00488225270487117,0.00641280596152492,0.00628737884668668,247.0,148.0,137.0
21026,0.0035200059295262,0.00419540112773481,0.00271178687124883,0.00473139665530505,0.005951482535850421,0.00515411296772178,247.0,114.0,189.0
21034,0.00172852735690131,0.00273379596366128,0.00433851136481719,0.0048209476967269,0.005099022316336579,0.004888246249829671,172.0,89.0,163.0
21036,0.00460125765807678,0.0043025126482088795,0.00261242583592722,0.004881843300259379,0.00255066902688823,0.00351344099004287,237.0,259.0,242.0
21040,0.00245716673209755,0.00250572424193648,0.00417511815307747,0.0053594328820420105,0.0069942074307732,0.00779873150924195,201.0,128.0,187.0
21059,0.00264092893435949,0.00358839033549615,0.0036865694904412204,0.00701579415265591,0.00721161454417454,0.00690896924601098,172.0,117.0,194.0
21081,0.00307625059427442,0.00412207201249586,0.00258769293474398,0.00773264467734938,0.00599098967237917,0.00458594594345653,181.0,150.0,189.0
21094,0.0038643172988581604,0.00317420515124362,0.00393054036119988,0.00676703063995013,0.00644070831444156,0.00565286473252551,230.0,184.0,216.0
21103,0.0034407340722554898,0.00471876305920535,0.00296959475516448,0.0052803398129039605,0.0075627295606909995,0.00541082868303824,226.0,110.0,218.0
21107,0.00268699512493258,0.00297518793140035,0.00497985563962834,0.0052104047326303,0.00579127507542492,0.00382847472957886,299.0,48.0,151.0
21113,0.00330407073083072,0.0036702808192121297,0.00291355507912357,0.0063994016693928795,0.00607664018414313,0.00546525211427699,240.0,183.0,188.0
21121,0.00275050618146053,0.00369507554211625,0.0018597058260507399,0.00391100463636148,0.00319796328342643,0.0034436940755355103,218.0,100.0,218.0
21124,0.00306628633432616,0.00253263360222537,0.00435922927870929,0.00553409909671315,0.0060108794457768,0.005596955228085371,217.0,130.0,152.0
21126,0.00330343984051934,0.00353650009390809,0.0023438545767502303,0.00466582637602534,0.00500733431053449,0.00376693248872689,181.0,115.0,246.0
21135,0.00561572039080737,0.00571395882471425,0.0024021035434281,0.00529887177620435,0.0068138585206485,0.00540347973326817,284.0,151.0,130.0
21137,0.00345150897112902,0.00542444760956227,0.0036022942226472897,0.00998855451787432,0.00728501110279477,0.0050708632682158,121.0,119.0,218.0
21141,0.00336169852870182,0.00487594163060515,0.0011982730732084,0.00583372721453536,0.00248197990633082,0.00460644874490054,201.0,101.0,182.0
21158,0.00321623275662123,0.00408078914713019,0.00269172945259188,0.00662873504343723,0.0052847287522706605,0.00538539380166032,213.0,136.0,158.0
21159,0.00319298608499561,0.00348411673342849,0.0038524730487952204,0.00568179723107445,0.0054811868689106395,0.0031347135454275602,133.0,119.0,256.0
21180,0.0036307340275558704,0.00418826616676398,0.0031703400328809803,0.00509514164102069,0.005480198130877621,0.00540633125338649,278.0,83.0,229.0
21183,0.00207427644461411,0.00279942316288569,0.00301849218175814,0.006382922334529311,0.00672388902201017,0.0062939719035395,196.0,109.0,129.0
21191,0.00338609883423749,0.00287482823567705,0.00289405281221801,0.00439773437850087,0.005572703664926621,0.004398765563469621,233.0,161.0,170.0
21193,0.00290634742159364,0.00240143008188873,0.0086126789018892,0.00599196603075178,0.00549715610099948,0.00485458782345972,146.0,72.0,330.0
21200,0.0031269510939193,0.0030689866671190897,0.00331438731502552,0.00634993375799247,0.00685074492453828,0.00662517524491186,254.0,136.0,125.0
21207,0.00279218977966488,0.00354666675536289,0.00296401495310312,0.00478860964954649,0.00693610013317803,0.0040208046715682,157.0,103.0,286.0
21219,0.00250118752049161,0.00277669906204921,0.00591632889462326,0.00537180751872556,0.00580629420083127,0.00504842080618378,138.0,41.0,221.0
21220,0.00261911972687944,0.0032909730796332,0.00317463515561347,0.00637592563777049,0.00596028925717275,0.0057015225144638,183.0,124.0,278.0
21226,0.0037314075758357297,0.00342601942796782,0.0029513849615369803,0.00641402329424597,0.00515262814987287,0.00524034796769977,289.0,121.0,176.0
21243,0.00398937069700186,0.0037146507555942797,0.00360600907511645,0.00664878491309964,0.0058122832831074295,0.00486371704482045,156.0,161.0,182.0
21248,0.0026849736238958,0.00332840209061733,0.00355187664374936,0.0048398238388426,0.00655358164565121,0.0048873988330147295,209.0,161.0,184.0
21256,0.0038941060490766703,0.0033677693146081803,0.00285397480692746,0.00556853773950961,0.00522261770443003,0.0046368817590403295,218.0,199.0,161.0
21274,0.0026918701915463,0.0037275796585866296,0.00286512284376832,0.00733485019259748,0.00790324669829604,0.007213038212206571,180.0,121.0,156.0
21275,0.0033425171407904897,0.0031979028952591397,0.0036124539041376795,0.00607912748421335,0.00806411479551034,0.00573258875971235,160.0,135.0,151.0
21281,0.0031894730938549602,0.00335540374134709,0.00243020019868307,0.00619338270987698,0.00593420224740736,0.00539926113457651,284.0,119.0,126.0
21286,0.00315967479812561,0.0075790589716412,0.00290822664212585,0.0048242779260858105,0.007233100489829991,0.00300430804894207,174.0,114.0,372.0
21290,0.00417417769126259,0.0044614349355343395,0.00405864629636627,0.005955458144214079,0.0028147665713502603,0.0037573572536071897,262.0,134.0,269.0
21294,0.0039035486384508297,0.00339164224789907,0.00315945771035417,0.00678229219357842,0.00658757807202926,0.0054292145430778,167.0,154.0,162.0
21296,0.00386386767534086,0.00456940489164594,0.0021963355550054697,0.00516839627848654,0.0028500418978384397,0.00493661345477126,339.0,114.0,188.0
21314,0.0035728279746367205,0.0036011203259525702,0.00359164630555121,0.00578878563059216,0.00659514296065513,0.005911610257667421,231.0,164.0,177.0
21339,0.00332791160230639,0.00309151894892279,0.00300343404921132,0.00564958761720316,0.005190142894620779,0.005104482820184639,290.0,136.0,175.0
21351,0.00285071389721257,0.00212503886523557,0.00301969139849205,0.005073065105512999,0.0066784549837268,0.0063206616471096,200.0,104.0,149.0
21352,0.00335135249139035,0.0029793480238854,0.00252695280075485,0.00454481068463521,0.00693013917965393,0.00555802001256734,305.0,162.0,186.0
21360,0.0032083933819977103,0.00427474029371559,0.0032481894229346,0.00679547347328254,0.00727063748394873,0.00566563314467339,146.0,119.0,175.0
21385,0.00425503248513007,0.00300011787397555,0.0032411971293929897,0.006264597099775671,0.00655767823314763,0.00493109123614735,209.0,157.0,162.0
21410,0.0036612259519901796,0.00393825642397317,0.00280452160478846,0.00541445727397916,0.00874493754962742,0.00473838213363445,213.0,140.0,214.0
21412,0.00398958780844616,0.0027768370132017603,0.00295437534753068,0.006124196310306029,0.00615063967888186,0.0056339157265320895,245.0,191.0,186.0
21416,0.00258952521727012,0.00503893812705313,0.00486303663814864,0.00871833070778627,0.00872517192382604,0.00843727978581808,166.0,131.0,186.0
21421,0.0031567514012052,0.004359423016326579,0.00332270567465854,0.00665894501705266,0.0088313939872459,0.0060964206218088795,177.0,142.0,118.0
21435,0.00352788882837426,0.00504923663911886,0.00272022683633947,0.007291264488229671,0.00482191403039271,0.0049564074862971,234.0,150.0,214.0
21440,0.00114102326386957,0.00309037243123484,0.00203765758391055,0.00726847561274,0.00522202558797765,0.005206904991360711,153.0,126.0,120.0
21454,0.00310458098098093,0.00350008180504386,0.0024559157992988,0.0039006639859593102,0.0065382245947362,0.00466095864900949,290.0,164.0,172.0
21455,0.00322283295484281,0.0031369772459583396,0.0035491602071382102,0.005763563265813679,0.00656146418386741,0.00522832652420683,185.0,127.0,147.0
21458,0.0039415780077750396,0.00334938294667968,0.0035758540185105705,0.00562282188828363,0.00459937939972721,0.00374032875237661,203.0,125.0,158.0
21462,0.00398715393200121,0.00442706128696161,0.0019643387523213102,0.00395350533161965,0.00623301630402512,0.0031267809382551103,249.0,125.0,138.0
21475,0.00396299626579293,0.00324592963139518,0.00281630721134675,0.004618085364224571,0.00663340765337899,0.0046134857610780795,182.0,130.0,200.0
21500,0.004714677778017829,0.00322791769404893,0.00289614319867194,0.0043047020667121,0.0065032715187216105,0.00445121586145615,151.0,200.0,152.0
21508,0.004188434707128171,0.0074817682841043405,0.00303997867681198,0.00436598418430899,0.008207687846000341,0.00379616785182557,159.0,122.0,211.0
21511,0.00432681543922223,0.00275674774552302,0.00312940629161332,0.007749481441228521,0.0083051403525294,0.00672491958494731,142.0,175.0,123.0
21516,0.00466165989847033,0.00494894145289748,0.00278813599970901,0.00649032538375354,0.0061314439070758,0.00337547924649609,137.0,94.0,238.0
21544,0.00363729362468726,0.0027843078472379397,0.00281398539651209,0.005551689686997229,0.00549429025594902,0.00469350094803298,296.0,101.0,258.0
21545,0.0038346601694178796,0.00328932106505291,0.0026450615290212,0.005689865316254271,0.00484733379336219,0.004332556956212871,170.0,131.0,190.0
31281,0.00472022903812774,0.00314263976140643,0.0030976712538829,0.0043763693690168,0.00463239249613147,0.00326822692805195,134.0,146.0,174.0
31312,0.00348729139337475,0.0026619846167583,0.00334348348860562,0.00485959121746444,0.00570586077787653,0.00306571749383111,204.0,134.0,162.0
31321,0.00348287428510802,0.00319116755410372,0.00295514458726397,0.00553293733849364,0.00483720039671495,0.00392399654640402,165.0,250.0,136.0
31326,0.0037539733827509202,0.00372739521213672,0.0031368726531431,0.0043011777529305606,0.00597680358909558,0.00373599644310181,219.0,113.0,274.0
31339,0.00461317979331458,0.00405300123977012,0.0047415345133580205,0.00544967782947383,0.00632686633281029,0.00340337321390552,172.0,144.0,156.0
31343,0.00374345426407608,0.0030031439102893697,0.00358655719074101,0.00438698368101662,0.00517990593314311,0.0035860811809434704,199.0,225.0,122.0
31364,0.00446067135875288,0.00502082892475242,0.00607880938836435,0.00688189415325803,0.00630786617390025,0.00219909519126105,165.0,175.0,300.0
31374,0.0037421560854318703,0.0027474732328367397,0.0027934157860484803,0.00513525124016698,0.00609888395922097,0.00520180195096023,254.0,182.0,173.0
31380,0.00365268309504957,0.00385868085537789,0.0053582810181157,0.007528493548076821,0.00840903739205817,0.004560916341454071,186.0,174.0,287.0
31392,0.00422059393433772,0.00363027942267904,0.00378782845672793,0.00574047760410926,0.0062549650613848,0.00382504212432765,160.0,129.0,217.0
31438,0.002860016383221,0.00268737229164708,0.004614671421127071,0.005786882199408879,0.006011709041506771,0.00299972056948587,88.0,200.0,105.0
31473,0.00345157069487599,0.00314222936459947,0.0029951768468139,0.00634740798201201,0.00615876727841186,0.0055877848325504,231.0,186.0,148.0
31479,0.00423279875041188,0.00319457321959387,0.004478251762611071,0.00543204719126884,0.0060300502153331,0.00354864923966876,200.0,174.0,277.0
31534,0.00255978327598255,0.00282172527214286,0.00119810634581341,0.0074372905509303405,0.00584945375378793,0.00606512196522299,244.0,177.0,156.0
31575,0.00367302712566727,0.00399483774895202,0.0029231402475731103,0.0063521055775289294,0.005412786951382529,0.00295218856034335,221.0,131.0,183.0
31583,0.00567420773594219,0.004500611855336171,0.00385901029392478,0.006424941631202261,0.00557413910353205,0.0035339038778486897,147.0,188.0,149.0
31600,0.0032065281198298697,0.00395788611880941,0.0040205818095015,0.00671307461822929,0.008318569032951091,0.0074977042898453,183.0,105.0,152.0
31642,0.004514112913453629,0.0029287668241467,0.00250168381413842,0.00427503575482418,0.006968854839708711,0.00480912930530139,284.0,157.0,149.0
31657,0.00380843652106906,0.00318258882072282,0.00353312723972964,0.00472339703544909,0.00613358068423855,0.00351631593163434,215.0,185.0,135.0
31660,0.00412962398252539,0.0026562801268629997,0.00249305746763906,0.00682615436596394,0.007591025459139191,0.0074268919668695295,245.0,125.0,170.0
31697,0.00408049149967063,0.0024434144437293303,0.0033922675276336803,0.00509388525277984,0.00596040581923968,0.0036219912208731797,215.0,137.0,102.0
31706,0.00395478938026901,0.0035100106134355897,0.0030787990113257803,0.00613304029207165,0.00543905644789424,0.004174531269625729,171.0,193.0,150.0
41008,0.00286193483596207,0.0030388756650944803,0.0036897871504360203,0.00577612766362603,0.0083421264033553,0.0084233635567126,249.0,163.0,144.0
41016,0.00450473735521906,0.00355192447258434,0.00522151264905948,0.0041430933622863,0.00738086576198608,0.0026692572874453,211.0,144.0,137.0
41058,0.005223061495448629,0.00530868163539416,0.00392850814824375,0.00478421287526651,0.00498311592605593,0.00294146535534479,250.0,174.0,170.0
41113,0.00296660176743494,0.00397514497511619,0.00401534166326622,0.00818981989537898,0.00779913098584306,0.0068041425723973,193.0,183.0,226.0
41132,0.00338055271743205,0.00336270571078247,0.00318689396658898,0.00591027764406254,0.00550279852678176,0.0044073936312794895,221.0,117.0,190.0
41175,0.00433797058867829,0.00370322108484581,0.00289179453106333,0.00532301320014301,0.00404004717458199,0.00433590955143923,140.0,220.0,138.0
41197,0.0041773134093934395,0.0039592420906205605,0.00244739301025565,0.00688731227599861,0.0060416740140718,0.0060112145941304705,133.0,151.0,139.0
41387,0.0036610213021100397,0.00364235186960246,0.0029303209802265698,0.00586632804860428,0.006050012838032,0.00493179342385844,219.0,129.0,173.0
41414,0.00451038179771885,0.00647535252989965,0.00243806580629108,0.00419390030941519,0.0054593052095544,0.00461084508743493,229.0,138.0,197.0
41451,0.0038751579029976204,0.00337561612907236,0.00332215944653645,0.00653131852845519,0.00707021599874292,0.00504398782688688,201.0,148.0,167.0
41456,0.0034454492398888897,0.00379577907183509,0.00224864752185819,0.00525248476902896,0.0058165476383757,0.00463559673786096,256.0,166.0,185.0
41472,0.00560076163294502,0.0039104551225375,0.0019800563291631603,0.00514652047157359,0.007561709719401859,0.00431160267205911,142.0,179.0,117.0
41481,0.00452661965571526,0.00342592878042983,0.0053101007947465,0.00511390742176646,0.00650442250175863,0.00173837160705706,263.0,122.0,137.0
41488,0.00303923592931386,0.00245040356879703,0.00159159910834912,0.00580078788209587,0.00420705095621091,0.00497245863070015,219.0,133.0,185.0
41501,0.0036454980458111397,0.00334906770205353,0.0031888793261051103,0.0058255143925316395,0.00612158042137734,0.00454972454304031,196.0,153.0,199.0
41513,0.0030273451547530397,0.0043994866425725,0.00180077048220779,0.00968875141563025,0.008806855413928309,0.009490599740176091,115.0,157.0,175.0
41545,0.00352537926781989,0.0035021771476924698,0.00272699017772965,0.006306203375825679,0.0065571596562477704,0.00539866155309172,260.0,125.0,147.0
41550,0.00389582207706186,0.0038569594719124398,0.00256599591832783,0.00489127189579371,0.007556350230258041,0.00554084129480751,253.0,165.0,200.0
41560,0.00431463294606739,0.0044823707451426,0.0027650069704181,0.00612583187038278,0.0031812542719694397,0.0040619304103560894,252.0,140.0,250.0
41605,0.0043066514143628295,0.0040578029839418,0.0027258478083414302,0.00636991407885516,0.0054526516559815896,0.0050206805021320395,193.0,173.0,161.0
41606,0.0037997259545348,0.00425598192268332,0.00274412826059441,0.006089498996222079,0.00420629440816055,0.00432438207260817,156.0,306.0,134.0
41610,0.0047918968689005794,0.00536104557952717,0.0020260120422980602,0.00698940232534161,0.00748303498243523,0.0034487473132288103,246.0,168.0,248.0
41622,0.004907241451545721,0.00331374125593293,0.00215431731855611,0.00526274981624259,0.005329165832389971,0.00493016344916139,219.0,184.0,141.0
41629,0.00366484877129981,0.00347081713587325,0.0037041849658143795,0.00972306966412192,0.00980080002609168,0.00977580143298858,226.0,172.0,205.0
41630,0.00426043520401451,0.00390582352861152,0.00428660541614721,0.00563556495531544,0.0037705484358879103,0.00310229416921052,239.0,153.0,125.0
51180,0.00485105771612791,0.00353656170435224,0.00253952024080403,0.0045019682832967796,0.0035026044006614,0.00435669370148063,200.0,120.0,129.0
51216,0.00326211664477559,0.00314707239764091,0.00351904227557688,0.00717982798858223,0.00672826659459831,0.00651831954726516,137.0,196.0,193.0
51254,0.00395723028071195,0.0043075420520907294,0.00301619949010427,0.004604826029205179,0.00665279549820826,0.00410716989197196,258.0,163.0,257.0
51270,0.0046268258529220604,0.0037315617084536603,0.00273330751595708,0.00618675185087039,0.005924477771440621,0.005514810117742379,275.0,161.0,188.0
51273,0.00303753702057131,0.0021794237474831897,0.0018749822861878602,0.008002621657113,0.007088908492966759,0.006207881062493471,222.0,194.0,128.0
51295,0.005285211900115589,0.0033055325457619802,0.00351502885467236,0.004124755317035329,0.00547105792451972,0.0036201452051838603,256.0,197.0,171.0
51363,0.00465495524208094,0.0046924086874741205,0.0029134806102512,0.00477859960259911,0.00648029384804238,0.0036916143416409397,240.0,170.0,279.0
51379,0.00391374272020573,0.00329410127863167,0.0025171428428408396,0.00483690279541348,0.00636357306196568,0.0042004349366471,208.0,181.0,164.0
51405,0.00408730148806358,0.0027368034256983103,0.00292325004836658,0.00435030363969469,0.00521535899104215,0.00348222549731028,274.0,131.0,162.0
51436,0.0047495991996562795,0.00297303502870553,0.00279924092323258,0.00630110586953858,0.005557790836596999,0.0051666960178290795,226.0,163.0,234.0
51437,0.00445557856895885,0.00244413130966711,0.00342730264625285,0.00549360081663269,0.00627693230949574,0.005017286280430621,196.0,133.0,169.0
51447,0.0045435296636045204,0.00226779631189733,0.00301104908340908,0.00588890872561541,0.00604652958200734,0.0051346354761954,167.0,160.0,164.0
51498,0.00303422382176778,0.00322816977156344,0.00113536253430786,0.00596378051811212,0.00819092265782212,0.00713323383819736,194.0,176.0,161.0
51532,0.00518698260970023,0.00242282234107188,0.00383498625499908,0.00471920610041809,0.0045913856347729294,0.00285156661207613,144.0,156.0,112.0
51562,0.00456826497387445,0.0019456913763264102,0.00278686404130002,0.00758722285575112,0.00770368319525918,0.0074123795991158405,172.0,194.0,161.0
51575,0.00375072416575075,0.00262523085339765,0.00284038999028773,0.008257172384396159,0.0072353868436396,0.005568728985600671,148.0,200.0,261.0
51618,0.0045242457199198,0.00338330401550251,0.00198122222476751,0.004978375934013421,0.00367889147088145,0.004435624816478171,183.0,183.0,145.0
51648,0.005031099053480021,0.00235679859652488,0.00242526450212089,0.004890768928695779,0.00489060500068586,0.00479233414792215,271.0,211.0,164.0
51654,0.00439452583275504,0.0043032762054342295,0.0023992042701450897,0.00516446397038634,0.00632525459010639,0.00402045556326512,264.0,180.0,183.0
51655,0.00493933548875533,0.00291686734999908,0.00303078508161401,0.00377967467578641,0.00425903536630264,0.00308145615734729,263.0,143.0,158.0
51658,0.00428923434857916,0.00448441628501065,0.00245084008782261,0.00381491337776801,0.00675053978175273,0.0052216136254768,269.0,155.0,147.0
51681,0.00406048379314749,0.00326643204553962,0.00302671099619127,0.00607958388935167,0.0066597128794935205,0.00556324286049392,208.0,156.0,176.0
51689,0.00342163719471022,0.0037088024774744703,0.00308959957046295,0.00482021759350429,0.00657549755138239,0.00478602217731939,164.0,173.0,289.0
51690,0.00379095224705202,0.00306517187657315,0.0020423888398103302,0.00471727294859915,0.0056204717055501,0.005386425355234629,229.0,240.0,119.0
51694,0.00510578505146858,0.0023405266538621,0.00226421747249055,0.00591986762896876,0.0059429288203500606,0.00580494456007541,180.0,189.0,200.0
61002,0.00357148111135575,0.00207808147646183,0.0030178910368574303,0.00480345015087355,0.00553589515872648,0.00509266143390522,265.0,124.0,182.0
